profile_id,year,id,wtssps,age,sex,racecen1,hispanic,degree,income16,hompop,class,region,srcbelt,partyid,polviews,relig,reborn,reliten,consci
p00495,2024,764,3.159681464997973,60,female,white,not hispanic,graduate,"$170,000 or over",NA,upper class,northeast,NA,strong democrat,slightly liberal,none,no,NA,a great deal
p00496,2018,2263,1.3325883999155197,30,male,hispanic,"another hispanic, latino, or spanish origin",less than high school,"$5,000 to $5,999",2,middle class,south,"other rural (counties having no towns of 10,000 or more)","independent, close to democrat",extremely liberal,catholic,yes,strong,hardly any
p00497,2024,2220,0.4839560710287828,38,female,white,not hispanic,bachelor's,"$170,000 or over",NA,upper class,midwest,NA,not very strong republican,slightly conservative,catholic,no,NA,a great deal
p00498,2024,2647,0.47686494255420986,41,female,white,not hispanic,high school,"$60,000 to $74,999",6,middle class,midwest,NA,"independent (neither, no response)","moderate, middle of the road",none,no,NA,only some
p00499,2021,4103,2.326193637288258,22,male,white,not hispanic,high school,"$50,000 to $59,999",2,middle class,northeast,"other rural (counties having no towns of 10,000 or more)",strong democrat,liberal,protestant,yes,NA,a great deal
p00500,2022,2011,0.4705553444808491,28,male,white,not hispanic,graduate,"$40,000 to $49,999",1,middle class,northeast,suburbs of the remaining 100 largest smsas,other party,extremely liberal,none,no,NA,a great deal
p00501,2018,2070,1.188688266662376,53,female,white,not hispanic,high school,"$12,500 to $14,999",3,lower class,west,suburbs of the remaining 100 largest smsas,"independent, close to democrat",extremely conservative,protestant,no,strong,only some
p00502,2021,511,0.94872091476684,71,female,white,not hispanic,associate/junior college,"$50,000 to $59,999",2,middle class,south,"other rural (counties having no towns of 10,000 or more)","independent, close to democrat",slightly liberal,none,NA,NA,NA
p00503,2021,1273,0.8401848278379983,28,female,asian,not hispanic,graduate,"under $1,000",1,middle class,south,"other urban (counties having towns of 10,000 or more)",not very strong democrat,slightly liberal,none,NA,NA,NA
p00504,2024,1701,2.8219458911013797,49,male,white,not hispanic,graduate,"$170,000 or over",NA,upper class,south,NA,not very strong democrat,slightly liberal,protestant,yes,NA,NA
p00505,2022,3482,1.8276814623522692,46,female,black or african american,not hispanic,high school,"$50,000 to $59,999",NA,working class,south,"other rural (counties having no towns of 10,000 or more)",strong democrat,"moderate, middle of the road",protestant,no,strong,NA
p00506,2024,853,4.598309672468932,46,female,white,"mexican, mexican american, chicano/a",high school,"$30,000 to $34,999",NA,working class,south,NA,"independent, close to republican","moderate, middle of the road",catholic,no,somewhat strong (vol.),NA
p00507,2018,1001,0.9870878391615296,28,female,white,not hispanic,associate/junior college,"$90,000 to $109,999",2,middle class,west,suburbs of the remaining 100 largest smsas,other party,conservative,protestant,no,not very strong,only some
p00508,2022,1905,0.9078505657197636,29,male,asian,not hispanic,graduate,"$75,000 to $89,999",2,middle class,west,suburbs of the remaining 100 largest smsas,not very strong democrat,liberal,hinduism,no,NA,a great deal
p00509,2021,4122,0.4755022333257015,31,female,white,not hispanic,graduate,"$90,000 to $109,999",4,middle class,west,"other urban (counties having towns of 10,000 or more)","independent, close to republican",conservative,none,NA,NA,NA
p00510,2021,4351,1.1752303008179545,54,male,white,not hispanic,bachelor's,"$60,000 to $74,999",3,middle class,south,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",protestant,NA,NA,NA
p00511,2018,72,1.5914390568322987,37,male,black or african american,not hispanic,associate/junior college,"$130,000 to $149,999",2,working class,northeast,central city of 12 largest smsas,strong democrat,liberal,protestant,yes,not very strong,only some
p00512,2018,183,0.8705019688637928,36,male,white,puerto rican,graduate,"$130,000 to $149,999",2,middle class,west,central city of 12 largest smsas,strong democrat,liberal,none,no,no religion,NA
p00513,2021,1867,1.747203812700231,22,male,white,"mexican, mexican american, chicano/a",high school,"$75,000 to $89,999",2,working class,midwest,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",none,no,NA,a great deal
p00514,2018,983,0.9743495812482006,41,male,white,not hispanic,graduate,"$60,000 to $74,999",2,middle class,south,suburbs of the remaining 100 largest smsas,not very strong republican,"moderate, middle of the road",catholic,no,not very strong,only some
p00515,2021,3680,0.4827867054708521,51,female,white,not hispanic,graduate,"$150,000 to $169,999",2,middle class,south,suburbs of 12 largest smsas,not very strong republican,slightly conservative,protestant,yes,NA,a great deal
p00516,2024,1564,1.9321769150493813,24,female,black or african american,puerto rican,high school,"$75,000 to $89,999",2,middle class,midwest,NA,not very strong democrat,liberal,none,no,NA,only some
p00517,2021,1319,1.9576121944210514,51,male,white,not hispanic,associate/junior college,"$50,000 to $59,999",3,middle class,south,suburbs of the remaining 100 largest smsas,strong republican,conservative,protestant,NA,NA,NA
p00518,2018,943,0.47628535953244244,89,female,white,not hispanic,high school,"$20,000 to $22,499",1,working class,south,suburbs of the remaining 100 largest smsas,strong democrat,"moderate, middle of the road",protestant,yes,not very strong,a great deal
p00519,2024,1836,1.9920724955335019,50,female,hispanic,"mexican, mexican american, chicano/a",high school,"$40,000 to $49,999",NA,working class,south,NA,"independent (neither, no response)",extremely conservative,catholic,no,not very strong,only some
p00520,2022,935,1.055841593435217,18,female,white,"mexican, mexican american, chicano/a",high school,"$30,000 to $34,999",4,working class,south,suburbs of 12 largest smsas,"independent, close to democrat",liberal,none,no,NA,NA
p00521,2018,1145,0.726887426403134,28,male,asian,not hispanic,graduate,"$60,000 to $74,999",1,working class,west,central city of the remainder of the 100 largest smsas,"independent, close to democrat","moderate, middle of the road",hinduism,no,not very strong,a great deal
p00522,2021,3921,0.24245789977464252,67,female,hispanic,"mexican, mexican american, chicano/a",bachelor's,"$60,000 to $74,999",1,working class,west,"other urban (counties having towns of 10,000 or more)",strong democrat,slightly liberal,catholic,no,NA,a great deal
p00523,2022,1934,0.7890561437281831,57,female,white,not hispanic,less than high school,"$25,000 to $29,999",NA,lower class,south,suburbs of the remaining 100 largest smsas,not very strong republican,slightly conservative,protestant,yes,NA,only some
p00524,2021,1401,0.7788287191554588,40,male,black or african american,not hispanic,bachelor's,"$130,000 to $149,999",6,middle class,south,"other urban (counties having towns of 10,000 or more)","independent, close to republican",slightly conservative,none,yes,NA,a great deal
p00525,2018,1465,1.6148356572265328,59,female,white,not hispanic,high school,"$110,000 to $129,999",4,working class,south,central city of the remainder of the 100 largest smsas,strong republican,conservative,protestant,yes,strong,only some
p00526,2018,1335,0.5480563123250352,69,male,white,not hispanic,graduate,"$110,000 to $129,999",2,upper class,south,"other rural (counties having no towns of 10,000 or more)","independent, close to democrat",slightly liberal,protestant,yes,strong,a great deal
p00527,2021,275,1.60163894068851,52,female,white,not hispanic,high school,"$8,000 to $9,999",3,working class,west,central city of the remainder of the 100 largest smsas,strong democrat,liberal,christian,yes,NA,a great deal
p00528,2018,1043,1.5892283319101141,43,male,asian,not hispanic,graduate,"$90,000 to $109,999",5,working class,south,central city of the remainder of the 100 largest smsas,"independent, close to democrat","moderate, middle of the road",hinduism,no,strong,NA
p00529,2021,674,1.5857212718460123,80,female,black or african american,not hispanic,associate/junior college,"$20,000 to $22,499",3,working class,midwest,"other urban (counties having towns of 10,000 or more)","independent, close to democrat",liberal,none,no,NA,a great deal
p00530,2018,1797,1.0449995464139985,64,female,white,not hispanic,associate/junior college,"$75,000 to $89,999",2,working class,midwest,"other urban (counties having towns of 10,000 or more)",strong democrat,liberal,protestant,no,not very strong,only some
p00531,2021,2412,3.404393175110631,50,female,asian,not hispanic,high school,"$8,000 to $9,999",3,working class,west,central city of 12 largest smsas,strong republican,slightly conservative,christian,NA,NA,NA
p00532,2021,2411,2.635933091890747,33,male,white,"another hispanic, latino, or spanish origin",less than high school,"$17,500 to $19,999",5,lower class,west,central city of 12 largest smsas,not very strong democrat,"moderate, middle of the road",none,no,NA,a great deal
p00533,2021,2100,1.383320001847728,38,female,black or african american,not hispanic,associate/junior college,"$10,000 to $12,499",3,working class,south,central city of the remainder of the 100 largest smsas,strong democrat,liberal,protestant,NA,NA,NA
p00534,2024,1073,4.43365584870103,54,male,white,not hispanic,high school,"$150,000 to $169,999",2,middle class,west,NA,"independent (neither, no response)","moderate, middle of the road",none,no,NA,NA
p00535,2024,2892,0.34904998200839205,54,female,white,not hispanic,bachelor's,"$50,000 to $59,999",1,working class,west,NA,"independent, close to republican",slightly conservative,protestant,yes,NA,a great deal
p00536,2022,2666,3.030610792737521,21,male,white,not hispanic,high school,"$22,500 to $24,999",NA,middle class,midwest,suburbs of the remaining 100 largest smsas,not very strong democrat,slightly liberal,protestant,no,not very strong,NA
p00537,2021,3747,0.7125676240257811,59,male,white,not hispanic,graduate,"$75,000 to $89,999",2,middle class,midwest,"other rural (counties having no towns of 10,000 or more)","independent, close to democrat","moderate, middle of the road",protestant,NA,NA,NA
p00538,2021,1742,1.8491262580045777,48,male,white,not hispanic,high school,"$90,000 to $109,999",4,working class,midwest,central city of 12 largest smsas,strong democrat,liberal,none,no,NA,a great deal
p00539,2022,2896,2.4079540209863013,31,female,white,not hispanic,high school,"$20,000 to $22,499",NA,working class,south,"other urban (counties having towns of 10,000 or more)","independent, close to democrat",liberal,none,yes,no religion,NA
p00540,2024,1012,3.043997341727469,57,female,white,not hispanic,less than high school,"$35,000 to $39,999",NA,working class,midwest,NA,"independent (neither, no response)",extremely conservative,orthodox-christian,yes,NA,NA
p00541,2021,2962,1.06399070908379,34,female,white,not hispanic,bachelor's,"$30,000 to $34,999",NA,middle class,west,central city of the remainder of the 100 largest smsas,"independent, close to democrat",slightly liberal,none,NA,NA,NA
p00542,2022,458,0.7201586416225765,65,female,black or african american,not hispanic,graduate,"$90,000 to $109,999",1,working class,south,suburbs of 12 largest smsas,strong democrat,"moderate, middle of the road",protestant,yes,strong,a great deal
p00543,2024,195,1.5081734903950827,32,male,white,not hispanic,bachelor's,"$75,000 to $89,999",3,lower class,northeast,NA,not very strong democrat,extremely liberal,none,no,NA,NA
p00544,2021,3745,0.6816045764925464,44,male,white,not hispanic,high school,"under $1,000",1,working class,midwest,"other urban (counties having towns of 10,000 or more)",strong democrat,"moderate, middle of the road",protestant,NA,NA,NA
p00545,2024,698,1.3911494966429825,64,male,white,"mexican, mexican american, chicano/a",high school,"$75,000 to $89,999",NA,working class,south,NA,strong democrat,"moderate, middle of the road",catholic,no,NA,a great deal
p00546,2022,3309,2.323918137635717,44,female,white,not hispanic,graduate,"$110,000 to $129,999",3,middle class,midwest,"other rural (counties having no towns of 10,000 or more)",not very strong republican,slightly conservative,protestant,no,NA,only some
p00547,2024,1663,0.6136667646684292,46,male,white,not hispanic,high school,"$40,000 to $49,999",4,working class,midwest,NA,"independent (neither, no response)",slightly conservative,protestant,yes,not very strong,only some
p00548,2018,127,1.4854169107729747,68,female,white,not hispanic,graduate,"$75,000 to $89,999",3,working class,west,suburbs of 12 largest smsas,strong republican,conservative,jewish,no,not very strong,NA
p00549,2022,123,0.7911468444810396,65,female,white,not hispanic,bachelor's,"$90,000 to $109,999",2,working class,northeast,central city of 12 largest smsas,"independent (neither, no response)",conservative,catholic,no,strong,NA
p00550,2022,300,5.4100737225287014,28,female,white,not hispanic,high school,"$30,000 to $34,999",NA,working class,west,central city of 12 largest smsas,"independent, close to democrat","moderate, middle of the road",other,no,strong,NA
p00551,2021,1190,0.6960084358673155,54,male,hispanic,"another hispanic, latino, or spanish origin",bachelor's,"$130,000 to $149,999",3,middle class,south,suburbs of 12 largest smsas,not very strong democrat,"moderate, middle of the road",catholic,no,NA,only some
p00552,2024,3257,3.635565818829611,67,female,white,not hispanic,high school,"$75,000 to $89,999",NA,middle class,south,NA,"independent, close to republican",conservative,catholic,no,NA,only some
p00553,2021,1802,0.9816540243011607,44,female,white,not hispanic,high school,"$60,000 to $74,999",NA,working class,midwest,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",catholic,no,NA,only some
p00554,2022,2870,5.722774233748072,44,male,white,"mexican, mexican american, chicano/a",high school,"$30,000 to $34,999",NA,working class,south,"other urban (counties having towns of 10,000 or more)","independent, close to republican",extremely conservative,catholic,yes,strong,only some
p00555,2024,1449,2.420630920430548,85,male,black or african american,not hispanic,high school,"$35,000 to $39,999",1,middle class,south,NA,strong democrat,liberal,protestant,no,not very strong,only some
p00556,2021,4077,1.953080247417554,36,male,white,"mexican, mexican american, chicano/a",less than high school,"$50,000 to $59,999",6,working class,west,central city of the remainder of the 100 largest smsas,"independent, close to democrat","moderate, middle of the road",none,no,NA,only some
p00557,2018,2102,1.4144120088245924,48,male,white,not hispanic,bachelor's,"$130,000 to $149,999",4,middle class,south,suburbs of the remaining 100 largest smsas,"independent, close to republican",conservative,protestant,no,strong,only some
p00558,2022,2749,0.48239542572521793,74,male,white,not hispanic,graduate,"$40,000 to $49,999",NA,working class,midwest,"other urban (counties having towns of 10,000 or more)",not very strong republican,conservative,christian,yes,strong,a great deal
p00559,2022,1098,3.76385046179498,44,female,white,not hispanic,bachelor's,"$170,000 or over",NA,middle class,midwest,suburbs of 12 largest smsas,strong democrat,slightly liberal,protestant,no,not very strong,only some
p00560,2018,769,1.376055374279923,36,male,white,not hispanic,high school,"$50,000 to $59,999",4,working class,west,central city of the remainder of the 100 largest smsas,"independent, close to republican","moderate, middle of the road",protestant,yes,not very strong,only some
p00561,2021,95,0.8758442658306723,55,female,white,not hispanic,bachelor's,"$170,000 or over",4,upper class,midwest,suburbs of 12 largest smsas,"independent (neither, no response)","moderate, middle of the road",catholic,no,NA,a great deal
p00562,2024,2886,0.6042852024935321,48,female,white,not hispanic,graduate,"$60,000 to $74,999",2,working class,west,NA,"independent (neither, no response)","moderate, middle of the road",protestant,no,NA,only some
p00563,2021,363,0.5307179273193706,73,female,white,not hispanic,high school,"$17,500 to $19,999",2,working class,south,"other urban (counties having towns of 10,000 or more)","independent, close to republican",extremely conservative,catholic,no,NA,hardly any
p00564,2022,2065,1.6081486485561665,49,male,white,not hispanic,high school,"$170,000 or over",4,middle class,northeast,"other urban (counties having towns of 10,000 or more)","independent, close to republican",slightly conservative,catholic,no,NA,a great deal
p00565,2022,1951,5.15037644070378,39,male,white,not hispanic,associate/junior college,"$90,000 to $109,999",NA,working class,south,suburbs of the remaining 100 largest smsas,"independent (neither, no response)","moderate, middle of the road",protestant,yes,NA,NA
p00566,2024,138,1.554886676534485,42,male,white,not hispanic,graduate,"$170,000 or over",NA,upper class,northeast,NA,strong democrat,liberal,catholic,no,NA,a great deal
p00567,2018,1076,0.8355514520654855,50,male,white,not hispanic,bachelor's,"$150,000 to $169,999",4,middle class,south,suburbs of the remaining 100 largest smsas,"independent, close to republican",slightly conservative,catholic,no,not very strong,only some
p00568,2022,437,1.0244502233152595,29,male,white,not hispanic,high school,"$130,000 to $149,999",NA,working class,midwest,suburbs of 12 largest smsas,not very strong democrat,extremely liberal,other,no,not very strong,NA
p00569,2024,2951,0.8040231994419191,68,female,white,not hispanic,high school,"$50,000 to $59,999",NA,middle class,west,NA,not very strong democrat,"moderate, middle of the road",none,no,NA,only some
p00570,2024,604,5.61457383760267,53,male,white,not hispanic,high school,"$75,000 to $89,999",3,working class,northeast,NA,"independent, close to republican","moderate, middle of the road",none,no,NA,only some
p00571,2022,820,1.534307524201736,18,female,white,not hispanic,high school,"$170,000 or over",4,middle class,south,suburbs of 12 largest smsas,not very strong republican,conservative,none,no,NA,hardly any
p00572,2024,1466,0.736116473906854,41,female,white,not hispanic,high school,"$75,000 to $89,999",4,working class,west,NA,"independent, close to democrat",slightly conservative,protestant,no,NA,NA
p00573,2022,2448,2.6123934538358977,40,female,white,not hispanic,high school,"$60,000 to $74,999",NA,working class,south,"other urban (counties having towns of 10,000 or more)",other party,slightly conservative,protestant,no,NA,only some
p00574,2024,2861,4.722771860948557,62,male,white,not hispanic,high school,"$90,000 to $109,999",NA,middle class,west,NA,strong republican,conservative,protestant,no,NA,only some
p00575,2021,3491,3.5378923638763102,47,male,white,"mexican, mexican american, chicano/a",less than high school,"$50,000 to $59,999",6,working class,west,central city of the remainder of the 100 largest smsas,"independent, close to democrat","moderate, middle of the road",catholic,no,NA,a great deal
p00576,2021,2410,4.667349133515322,24,female,hispanic,"mexican, mexican american, chicano/a",less than high school,"$40,000 to $49,999",5,working class,west,central city of 12 largest smsas,not very strong democrat,"moderate, middle of the road",catholic,no,NA,only some
p00577,2022,2251,0.4905733635586675,30,male,white,not hispanic,high school,"$90,000 to $109,999",NA,working class,south,"other urban (counties having towns of 10,000 or more)",not very strong republican,slightly conservative,protestant,no,NA,a great deal
p00578,2018,2272,0.8981991146061676,34,female,white,not hispanic,less than high school,"$40,000 to $49,999",4,working class,south,"other rural (counties having no towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",protestant,yes,strong,NA
p00579,2024,1111,1.4401525170213434,54,male,white,not hispanic,less than high school,"under $1,000",NA,lower class,west,NA,"independent, close to democrat",liberal,inter-nondenominational,no,NA,only some
p00580,2022,309,0.9745640617353889,65,male,white,not hispanic,bachelor's,"$60,000 to $74,999",NA,working class,west,central city of 12 largest smsas,"independent, close to republican",conservative,protestant,yes,NA,NA
p00581,2021,2314,0.5902028797790626,38,male,white,not hispanic,graduate,"$110,000 to $129,999",4,middle class,west,suburbs of the remaining 100 largest smsas,other party,slightly conservative,protestant,NA,NA,NA
p00582,2021,3346,1.0092987771610142,21,male,white,not hispanic,high school,"$35,000 to $39,999",1,working class,midwest,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",none,NA,NA,NA
p00583,2022,1174,2.240815983595448,40,male,asian,not hispanic,high school,"$170,000 or over",NA,middle class,west,suburbs of 12 largest smsas,"independent, close to democrat","moderate, middle of the road",none,no,no religion,a great deal
p00584,2022,1765,3.030610792737521,28,male,white,not hispanic,high school,"$40,000 to $49,999",NA,working class,midwest,central city of the remainder of the 100 largest smsas,other party,"moderate, middle of the road",other,no,strong,a great deal
p00585,2021,629,0.5487225053660058,69,male,white,not hispanic,graduate,"$170,000 or over",2,upper class,midwest,suburbs of the remaining 100 largest smsas,not very strong republican,slightly conservative,protestant,no,NA,a great deal
p00586,2021,4359,6.034602106037796,28,male,asian,not hispanic,less than high school,"$110,000 to $129,999",2,working class,west,central city of the remainder of the 100 largest smsas,"independent, close to democrat",slightly liberal,hinduism,no,NA,a great deal
p00587,2022,1667,0.8284011666420267,55,female,black or african american,not hispanic,bachelor's,"$170,000 or over",NA,middle class,south,"other urban (counties having towns of 10,000 or more)",strong democrat,slightly conservative,protestant,no,strong,a great deal
p00588,2022,1180,0.7473631123738751,55,male,white,not hispanic,bachelor's,"$110,000 to $129,999",2,middle class,west,central city of 12 largest smsas,not very strong democrat,slightly conservative,catholic,no,not very strong,a great deal
p00589,2022,452,1.2227352570690464,21,female,white,not hispanic,high school,"$17,500 to $19,999",4,working class,south,suburbs of 12 largest smsas,"independent (neither, no response)","moderate, middle of the road",catholic,yes,NA,only some
p00590,2022,240,1.212647898575241,36,male,white,"another hispanic, latino, or spanish origin",high school,"$40,000 to $49,999",NA,working class,west,suburbs of 12 largest smsas,"independent (neither, no response)",slightly liberal,catholic,yes,NA,a great deal
p00591,2024,2169,0.5075132262539196,24,female,white,not hispanic,associate/junior college,"$50,000 to $59,999",2,working class,south,NA,"independent, close to republican","moderate, middle of the road",protestant,yes,NA,a great deal
p00592,2024,1344,2.0100579986047995,67,female,white,not hispanic,high school,"$60,000 to $74,999",NA,middle class,west,NA,not very strong republican,slightly conservative,catholic,no,NA,hardly any
p00593,2018,2049,1.2611033494630857,66,male,white,"another hispanic, latino, or spanish origin",high school,"$60,000 to $74,999",2,working class,west,"other rural (counties having no towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",protestant,yes,not very strong,NA
p00594,2021,648,1.8042406518614333,25,male,white,not hispanic,high school,"$40,000 to $49,999",3,middle class,midwest,"other urban (counties having towns of 10,000 or more)","independent, close to republican",conservative,protestant,NA,NA,NA
p00595,2018,103,1.258671734146377,50,male,hispanic,puerto rican,graduate,"$170,000 or over",2,middle class,northeast,central city of 12 largest smsas,"independent, close to democrat",liberal,none,no,no religion,a great deal
p00596,2018,460,3.3798259749349118,22,female,white,not hispanic,associate/junior college,"$25,000 to $29,999",2,working class,west,central city of the remainder of the 100 largest smsas,not very strong democrat,slightly conservative,protestant,yes,strong,a great deal
p00597,2022,509,1.2476471711052368,43,male,asian,not hispanic,high school,"$10,000 to $12,499",1,lower class,south,"other urban (counties having towns of 10,000 or more)","independent, close to republican","moderate, middle of the road",none,no,no religion,a great deal
p00598,2021,1186,0.30738339000768977,37,female,black or african american,"another hispanic, latino, or spanish origin",bachelor's,"$110,000 to $129,999",1,middle class,south,suburbs of 12 largest smsas,strong democrat,slightly liberal,none,yes,NA,hardly any
p00599,2022,1606,1.3650887410236654,55,female,white,not hispanic,graduate,"$150,000 to $169,999",3,middle class,northeast,central city of the remainder of the 100 largest smsas,strong republican,extremely conservative,catholic,yes,strong,only some
p00600,2022,9,0.42059103508693907,31,female,white,not hispanic,high school,"$22,500 to $24,999",NA,working class,northeast,NA,"independent, close to democrat",slightly liberal,none,no,no religion,NA
p00601,2021,28,1.5960359514537386,37,male,white,not hispanic,associate/junior college,"$150,000 to $169,999",2,working class,northeast,suburbs of 12 largest smsas,"independent, close to democrat",slightly liberal,none,NA,NA,NA
p00602,2021,1108,1.0990674680824923,59,female,white,not hispanic,high school,"$8,000 to $9,999",2,working class,northeast,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)",slightly liberal,protestant,NA,NA,NA
p00603,2024,2660,1.4025678464923323,18,female,white,not hispanic,high school,"$17,500 to $19,999",NA,working class,midwest,NA,not very strong republican,conservative,none,no,NA,NA
p00604,2021,1383,0.9397911706927765,52,female,white,not hispanic,high school,"$60,000 to $74,999",2,middle class,south,"other urban (counties having towns of 10,000 or more)",not very strong republican,conservative,protestant,yes,NA,only some
p00605,2021,2576,3.0100413670654524,34,male,white,not hispanic,less than high school,"$20,000 to $22,499",3,working class,west,"other urban (counties having towns of 10,000 or more)",strong democrat,extremely conservative,muslim/islam,yes,NA,only some
p00606,2022,3545,2.945198387492785,50,male,white,not hispanic,graduate,"$90,000 to $109,999",NA,middle class,northeast,"other rural (counties having no towns of 10,000 or more)",not very strong democrat,liberal,none,no,no religion,a great deal
p00607,2018,2099,0.4352233977117898,57,female,white,not hispanic,high school,"$30,000 to $34,999",1,working class,south,suburbs of the remaining 100 largest smsas,not very strong republican,slightly conservative,protestant,no,not very strong,NA
p00608,2024,2940,0.9214472497850638,51,male,white,not hispanic,bachelor's,"$90,000 to $109,999",2,middle class,west,NA,strong democrat,slightly liberal,none,no,no religion,a great deal
p00609,2024,929,2.515652478310319,69,male,white,not hispanic,graduate,"$170,000 or over",2,middle class,south,NA,strong democrat,liberal,jewish,no,strong,NA
p00610,2021,3420,0.6246157314297236,36,female,white,not hispanic,high school,"$30,000 to $34,999",1,working class,west,suburbs of the remaining 100 largest smsas,strong democrat,extremely liberal,none,no,NA,only some
p00611,2021,2581,2.731098517320752,23,female,white,not hispanic,associate/junior college,"$12,500 to $14,999",3,working class,west,"other urban (counties having towns of 10,000 or more)",not very strong democrat,slightly liberal,none,NA,NA,NA
p00612,2024,973,1.133368467686593,66,female,white,cuban,high school,"$150,000 to $169,999",NA,middle class,south,NA,strong democrat,"moderate, middle of the road",catholic,no,strong,NA
p00613,2024,2812,2.575181085050031,46,male,white,not hispanic,high school,"$130,000 to $149,999",4,middle class,south,NA,strong republican,conservative,protestant,yes,not very strong,NA
p00614,2024,283,0.8905848705119874,69,female,asian,not hispanic,bachelor's,"$170,000 or over",2,middle class,west,NA,"independent, close to democrat","moderate, middle of the road",none,no,NA,only some
p00615,2022,3305,0.37936053560070676,29,female,black or african american,not hispanic,less than high school,"$15,000 to $17,499",NA,working class,midwest,"other rural (counties having no towns of 10,000 or more)","independent (neither, no response)",liberal,none,no,no religion,only some
p00616,2022,2451,0.9930957629802314,69,male,black or african american,not hispanic,high school,"$15,000 to $17,499",NA,middle class,south,"other urban (counties having towns of 10,000 or more)",not very strong democrat,slightly liberal,protestant,yes,strong,a great deal
p00617,2024,1140,0.7763025185518818,61,female,white,not hispanic,graduate,"$130,000 to $149,999",2,middle class,west,NA,"independent, close to democrat",conservative,jewish,no,strong,NA
p00618,2018,200,0.7222803844388042,48,female,white,not hispanic,high school,"$170,000 or over",4,middle class,west,central city of 12 largest smsas,not very strong republican,conservative,christian,yes,strong,NA
p00619,2022,1638,0.7893382547818126,30,male,black or african american,not hispanic,high school,"$50,000 to $59,999",4,lower class,northeast,suburbs of the remaining 100 largest smsas,not very strong democrat,slightly conservative,protestant,yes,not very strong,NA
p00620,2022,2781,8.870528133938809,42,female,white,not hispanic,high school,"$130,000 to $149,999",NA,middle class,midwest,"other urban (counties having towns of 10,000 or more)",not very strong republican,conservative,none,no,NA,NA
p00621,2024,1608,6.1960365302412574,50,male,white,not hispanic,high school,"$110,000 to $129,999",NA,working class,midwest,NA,other party,conservative,protestant,yes,NA,NA
p00622,2021,1411,1.3647392347090093,39,male,white,not hispanic,high school,"$75,000 to $89,999",3,middle class,south,central city of the remainder of the 100 largest smsas,strong republican,conservative,none,no,NA,only some
p00623,2022,717,1.7789939443841876,58,female,white,not hispanic,high school,"$90,000 to $109,999",NA,middle class,west,suburbs of 12 largest smsas,"independent, close to republican",conservative,none,no,NA,only some
p00624,2021,4227,0.974677537143329,35,female,white,"mexican, mexican american, chicano/a",high school,"$17,500 to $19,999",7,working class,south,central city of 12 largest smsas,"independent, close to democrat",slightly liberal,protestant,yes,NA,only some
p00625,2021,547,0.599244512260299,63,male,white,not hispanic,graduate,"$110,000 to $129,999",2,middle class,south,"other urban (counties having towns of 10,000 or more)","independent, close to democrat","moderate, middle of the road",catholic,no,NA,a great deal
p00626,2018,2117,1.2721029421212582,79,female,white,not hispanic,high school,"$12,500 to $14,999",1,middle class,south,"other rural (counties having no towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",protestant,yes,strong,a great deal
p00627,2022,469,0.4613930590385313,65,male,white,not hispanic,graduate,"$170,000 or over",NA,middle class,south,suburbs of 12 largest smsas,not very strong republican,slightly conservative,protestant,yes,strong,a great deal
p00628,2022,1947,0.4959755534361451,73,male,white,not hispanic,graduate,"$25,000 to $29,999",NA,lower class,south,suburbs of the remaining 100 largest smsas,not very strong republican,slightly conservative,protestant,yes,NA,a great deal
p00629,2018,45,4.858767777031475,62,female,white,not hispanic,bachelor's,"$75,000 to $89,999",2,working class,northeast,suburbs of 12 largest smsas,"independent, close to democrat",liberal,muslim/islam,no,not very strong,a great deal
p00630,2024,2465,0.3502398480831032,71,female,black or african american,not hispanic,bachelor's,"$130,000 to $149,999",2,middle class,south,NA,strong democrat,"moderate, middle of the road",protestant,no,NA,only some
p00631,2022,28,8.560190617384391,86,female,black or african american,not hispanic,high school,"$150,000 to $169,999",6,working class,northeast,NA,strong democrat,"moderate, middle of the road",protestant,no,NA,NA
p00632,2018,2073,0.9783163962592422,33,female,white,not hispanic,less than high school,"$20,000 to $22,499",3,working class,west,suburbs of the remaining 100 largest smsas,"independent, close to democrat",extremely liberal,christian,yes,strong,NA
p00633,2018,272,2.9670214953953797,48,male,white,"mexican, mexican american, chicano/a",bachelor's,"$12,500 to $14,999",3,working class,midwest,suburbs of 12 largest smsas,not very strong democrat,slightly conservative,catholic,yes,strong,NA
p00634,2018,2335,0.37894549548710704,65,female,white,not hispanic,graduate,"$35,000 to $39,999",1,working class,northeast,"other rural (counties having no towns of 10,000 or more)","independent, close to democrat",liberal,none,no,no religion,only some
p00635,2022,1888,4.182204898582532,32,male,white,not hispanic,graduate,"$130,000 to $149,999",4,middle class,midwest,suburbs of the remaining 100 largest smsas,strong republican,conservative,protestant,no,not very strong,only some
